Statement Type,Reversed / Corrected Statement No.,Charge Period Start Date,Charge Period End Date,No. Of Days,Statement Issue Date,Due Date,Bill Service Alias,NMI,Site Address,Fuel,Balance at Last Invoice $,Payments & Transactions $,Balance Carried forward $,Energy Charges_EX_GST_$,Network Charges_EX_GST_$,Regulated Charges_EX_GST_$,Environmental Charges_EX_GST_$,Metering & Service Charges Ex GST $,Retail Service Charges $,New Charges_EX GST $,New Charges GST $,New Charges Total $,Dispute $,RCTI Charges Ex GST$,RCTI Charges GST$,Adjustment Reason,Original / Amended Charges,Credit & Adjustment_EX_GST_$,Credit & Adjustment_GST_$,Balance $,Component Start Date,Component End Date,Metering Provider,Meter Number,Previous Meter Read,Current Meter Read,Next Scheduled Read Date,Meter Multiplier,Read Type,Read Reason,Total Consumption for Period,Total Generation for Period,Power Factor at Highest Demand,Highest Metered Demand (kW),Highest Metered (kW) Demand Date/Time,Highest Metered Demand (kVa),Highest Metered (kVa) Demand Date/Time,Load Factor,Contract Demand (kW),Contract Demand (kVa),LNSP,Network Tariff,Network Tariff Description,Invoice Heading Group 1,Invoice Heading Group 2,Charge Description,Analysis Code,Tariff Base Rate,Tariff UOM,Tariff Days,Published Certificate %,DLF,TLF,Quantity,Tariff Quantity UOM,GST Applicable,Component Cost$ (excl GST),Component$ GST,Component Cost$ (incl GST),Year to Date Consumption,Year to Date Total Charges (Incl GST),Supplier,Supplier ABN
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAB9314,Exchange Pms 1 Spencer Court Coromandel Valley SA 5051,E,2188.68,0,2188.68,762.6,1128.47,18.73,36.39,50.39,0,1996.58,199.66,2196.24,,0,0,,,92.49,9.25,4486.66,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7717491,,,1/1/2022,,Actual Reading (AEMO),Scheduled Read,11508.252,,0.964,,,20.02,18 Oct 2022/13:00:00,0.8,,,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Network Charges,Demand and Capacity,Peak Annual (kVA),,8.3111,$/KVA,31,,,,26.49,KVA,Yes,220.16,22.02,242.18,46262.892,11066.12,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAB9314,Exchange Pms 1 Spencer Court Coromandel Valley SA 5051,E,2188.68,0,2188.68,762.6,1128.47,18.73,36.39,50.39,0,1996.58,199.66,2196.24,,0,0,,,92.49,9.25,4486.66,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7717491,,,1/1/2022,,Actual Reading (AEMO),Scheduled Read,11508.252,,0.964,,,20.02,18 Oct 2022/13:00:00,0.8,,,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Network Charges,Volume,Peak,,6.85,¢/KWH,31,,,,4325.05,KWH,Yes,296.27,29.63,325.9,46262.892,11066.12,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAB9314,Exchange Pms 1 Spencer Court Coromandel Valley SA 5051,E,2188.68,0,2188.68,762.6,1128.47,18.73,36.39,50.39,0,1996.58,199.66,2196.24,,0,0,,,92.49,9.25,4486.66,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7717491,,,1/1/2022,,Actual Reading (AEMO),Scheduled Read,11508.252,,0.964,,,20.02,18 Oct 2022/13:00:00,0.8,,,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Network Charges,Volume,Off-Peak,,4.28,¢/KWH,31,,,,7183.21,KWH,Yes,307.44,30.74,338.18,46262.892,11066.12,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAB9314,Exchange Pms 1 Spencer Court Coromandel Valley SA 5051,E,2188.68,0,2188.68,762.6,1128.47,18.73,36.39,50.39,0,1996.58,199.66,2196.24,,0,0,,,92.49,9.25,4486.66,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7717491,,,1/1/2022,,Actual Reading (AEMO),Scheduled Read,11508.252,,0.964,,,20.02,18 Oct 2022/13:00:00,0.8,,,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Network Charges,Fixed,Access Charge,,6.7402,$/DAY,31,,,,31,DAYS,Yes,208.95,20.9,229.85,46262.892,11066.12,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAB9314,Exchange Pms 1 Spencer Court Coromandel Valley SA 5051,E,2188.68,0,2188.68,762.6,1128.47,18.73,36.39,50.39,0,1996.58,199.66,2196.24,,0,0,,,92.49,9.25,4486.66,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7717491,,,1/1/2022,,Actual Reading (AEMO),Scheduled Read,11508.252,,0.964,,,20.02,18 Oct 2022/13:00:00,0.8,,,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Regulated Charges,Regulated Charges,AEMO Participant Charge,,0.0991,¢/KWH,31,,1.0903,,11508.252,KWH,Yes,12.43,1.24,13.67,46262.892,11066.12,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAB9314,Exchange Pms 1 Spencer Court Coromandel Valley SA 5051,E,2188.68,0,2188.68,762.6,1128.47,18.73,36.39,50.39,0,1996.58,199.66,2196.24,,0,0,,,92.49,9.25,4486.66,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7717491,,,1/1/2022,,Actual Reading (AEMO),Scheduled Read,11508.252,,0.964,,,20.02,18 Oct 2022/13:00:00,0.8,,,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Regulated Charges,Regulated Charges,AEMO Ancillary Charge,,0.0493,¢/KWH,31,,1.0903,,11508.252,KWH,Yes,6.19,0.62,6.81,46262.892,11066.12,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAB9314,Exchange Pms 1 Spencer Court Coromandel Valley SA 5051,E,2188.68,0,2188.68,762.6,1128.47,18.73,36.39,50.39,0,1996.58,199.66,2196.24,,0,0,,,92.49,9.25,4486.66,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7717491,,,1/1/2022,,Actual Reading (AEMO),Scheduled Read,11508.252,,0.964,,,20.02,18 Oct 2022/13:00:00,0.8,,,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Regulated Charges,Regulated Charges,AEMO FRC Operations,,0.3599,¢/DAY,31,,,,31,DAYS,Yes,0.11,0.01,0.12,46262.892,11066.12,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAB9314,Exchange Pms 1 Spencer Court Coromandel Valley SA 5051,E,2188.68,0,2188.68,762.6,1128.47,18.73,36.39,50.39,0,1996.58,199.66,2196.24,,0,0,,,92.49,9.25,4486.66,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7717491,,,1/1/2022,,Actual Reading (AEMO),Scheduled Read,11508.252,,0.964,,,20.02,18 Oct 2022/13:00:00,0.8,,,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Environmental Charges,Environmental Charges,REPS Charge,,0.29,¢/KWH,31,,1.0903,,11508.252,KWH,Yes,36.39,3.64,40.03,46262.892,11066.12,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAB9314,Exchange Pms 1 Spencer Court Coromandel Valley SA 5051,E,2188.68,0,2188.68,762.6,1128.47,18.73,36.39,50.39,0,1996.58,199.66,2196.24,,0,0,,,92.49,9.25,4486.66,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7717491,,,1/1/2022,,Actual Reading (AEMO),Scheduled Read,11508.252,,0.964,,,20.02,18 Oct 2022/13:00:00,0.8,,,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Metering and Service Charges,Metering and Service Charges,Metering Charge,,96.8219,¢/Meter,31,,,,1,Meter,Yes,30.01,3,33.01,46262.892,11066.12,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAB9314,Exchange Pms 1 Spencer Court Coromandel Valley SA 5051,E,2188.68,0,2188.68,762.6,1128.47,18.73,36.39,50.39,0,1996.58,199.66,2196.24,,0,0,,,92.49,9.25,4486.66,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7717491,,,1/1/2022,,Actual Reading (AEMO),Scheduled Read,11508.252,,0.964,,,20.02,18 Oct 2022/13:00:00,0.8,,,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Metering and Service Charges,Metering and Service Charges,Value Added Service Charge,,0,¢/Day,31,,,,31,Days,Yes,0,0,0,46262.892,11066.12,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAB9314,Exchange Pms 1 Spencer Court Coromandel Valley SA 5051,E,2188.68,0,2188.68,762.6,1128.47,18.73,36.39,50.39,0,1996.58,199.66,2196.24,,0,0,,,92.49,9.25,4486.66,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7717491,,,1/1/2022,,Actual Reading (AEMO),Scheduled Read,11508.252,,0.964,,,20.02,18 Oct 2022/13:00:00,0.8,,,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Metering and Service Charges,Metering and Service Charges,Supplementary Metering Charge,,65.7534,¢/Meter,31,,,,1,Meter,Yes,20.38,2.04,22.42,46262.892,11066.12,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAB9314,Exchange Pms 1 Spencer Court Coromandel Valley SA 5051,E,2188.68,0,2188.68,762.6,1128.47,18.73,36.39,50.39,0,1996.58,199.66,2196.24,,0,0,,,92.49,9.25,4486.66,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7717491,,,1/1/2022,,Actual Reading (AEMO),Scheduled Read,11508.252,,0.964,,,20.02,18 Oct 2022/13:00:00,0.8,,,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Retail Service Charges,Retail Service Charges,Service Charge,,0,¢/Month,31,,,,1,Month,Yes,0,0,0,46262.892,11066.12,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAB9314,Exchange Pms 1 Spencer Court Coromandel Valley SA 5051,E,2188.68,0,2188.68,762.6,1128.47,18.73,36.39,50.39,0,1996.58,199.66,2196.24,,0,0,,,92.49,9.25,4486.66,1/10/2022,31/10/2022,,,,,,,,,,,,,,,,,,,,,,Additional Charges and Credits,Additional Charges and Credits,AEMO Direction Charge - Aug 2022,,,,,,,,,,Yes,92.49,9.25,101.74,46262.892,11066.12,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAD5303,262 The Terrace Port Pirie SA 5540,E,5968.04,0,5968.04,2413.85,3189.38,59.83,116.71,50.39,0,5830.16,583.02,6413.18,,0,0,,,257.17,25.72,12664.11,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7718696,,,,,Actual Reading (AEMO),Scheduled Read,36910.452,,0.939,,,73.04,30 Oct 2022/16:00:00,0.72,,84.4,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Energy Charges,Energy Charges,Peak,,7.558,¢/KWH,31,,1.0903,0.9817,14658.24,KWH,Yes,1185.81,118.58,1304.39,137003.064,30122.19,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAD5303,262 The Terrace Port Pirie SA 5540,E,5968.04,0,5968.04,2413.85,3189.38,59.83,116.71,50.39,0,5830.16,583.02,6413.18,,0,0,,,257.17,25.72,12664.11,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7718696,,,,,Actual Reading (AEMO),Scheduled Read,36910.452,,0.939,,,73.04,30 Oct 2022/16:00:00,0.72,,84.4,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Energy Charges,Energy Charges,Off-Peak,,5.156,¢/KWH,31,,1.0903,0.9817,22252.212,KWH,Yes,1228.04,122.8,1350.84,137003.064,30122.19,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAD5303,262 The Terrace Port Pirie SA 5540,E,5968.04,0,5968.04,2413.85,3189.38,59.83,116.71,50.39,0,5830.16,583.02,6413.18,,0,0,,,257.17,25.72,12664.11,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7718696,,,,,Actual Reading (AEMO),Scheduled Read,36910.452,,0.939,,,73.04,30 Oct 2022/16:00:00,0.72,,84.4,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Network Charges,Demand and Capacity,Anytime (KVA),,3.162,$/KVA,31,,,,101.89,KVA,Yes,322.18,32.22,354.4,137003.064,30122.19,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAD5303,262 The Terrace Port Pirie SA 5540,E,5968.04,0,5968.04,2413.85,3189.38,59.83,116.71,50.39,0,5830.16,583.02,6413.18,,0,0,,,257.17,25.72,12664.11,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7718696,,,,,Actual Reading (AEMO),Scheduled Read,36910.452,,0.939,,,73.04,30 Oct 2022/16:00:00,0.72,,84.4,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Network Charges,Demand and Capacity,Peak Annual (kVA),,8.3111,$/KVA,31,,,,84.73,KVA,Yes,704.2,70.42,774.62,137003.064,30122.19,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAD5303,262 The Terrace Port Pirie SA 5540,E,5968.04,0,5968.04,2413.85,3189.38,59.83,116.71,50.39,0,5830.16,583.02,6413.18,,0,0,,,257.17,25.72,12664.11,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7718696,,,,,Actual Reading (AEMO),Scheduled Read,36910.452,,0.939,,,73.04,30 Oct 2022/16:00:00,0.72,,84.4,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Network Charges,Volume,Peak,,6.85,¢/KWH,31,,,,14563.31,KWH,Yes,997.59,99.76,1097.35,137003.064,30122.19,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAD5303,262 The Terrace Port Pirie SA 5540,E,5968.04,0,5968.04,2413.85,3189.38,59.83,116.71,50.39,0,5830.16,583.02,6413.18,,0,0,,,257.17,25.72,12664.11,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7718696,,,,,Actual Reading (AEMO),Scheduled Read,36910.452,,0.939,,,73.04,30 Oct 2022/16:00:00,0.72,,84.4,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Network Charges,Volume,Off-Peak,,4.28,¢/KWH,31,,,,22347.14,KWH,Yes,956.46,95.65,1052.11,137003.064,30122.19,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAD5303,262 The Terrace Port Pirie SA 5540,E,5968.04,0,5968.04,2413.85,3189.38,59.83,116.71,50.39,0,5830.16,583.02,6413.18,,0,0,,,257.17,25.72,12664.11,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7718696,,,,,Actual Reading (AEMO),Scheduled Read,36910.452,,0.939,,,73.04,30 Oct 2022/16:00:00,0.72,,84.4,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Network Charges,Fixed,Access Charge,,6.7402,$/DAY,31,,,,31,DAYS,Yes,208.95,20.9,229.85,137003.064,30122.19,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAD5303,262 The Terrace Port Pirie SA 5540,E,5968.04,0,5968.04,2413.85,3189.38,59.83,116.71,50.39,0,5830.16,583.02,6413.18,,0,0,,,257.17,25.72,12664.11,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7718696,,,,,Actual Reading (AEMO),Scheduled Read,36910.452,,0.939,,,73.04,30 Oct 2022/16:00:00,0.72,,84.4,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Regulated Charges,Regulated Charges,AEMO Participant Charge,,0.0991,¢/KWH,31,,1.0903,,36910.452,KWH,Yes,39.88,3.99,43.87,137003.064,30122.19,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAD5303,262 The Terrace Port Pirie SA 5540,E,5968.04,0,5968.04,2413.85,3189.38,59.83,116.71,50.39,0,5830.16,583.02,6413.18,,0,0,,,257.17,25.72,12664.11,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7718696,,,,,Actual Reading (AEMO),Scheduled Read,36910.452,,0.939,,,73.04,30 Oct 2022/16:00:00,0.72,,84.4,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Regulated Charges,Regulated Charges,AEMO Ancillary Charge,,0.0493,¢/KWH,31,,1.0903,,36910.452,KWH,Yes,19.84,1.98,21.82,137003.064,30122.19,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAD5303,262 The Terrace Port Pirie SA 5540,E,5968.04,0,5968.04,2413.85,3189.38,59.83,116.71,50.39,0,5830.16,583.02,6413.18,,0,0,,,257.17,25.72,12664.11,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7718696,,,,,Actual Reading (AEMO),Scheduled Read,36910.452,,0.939,,,73.04,30 Oct 2022/16:00:00,0.72,,84.4,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Regulated Charges,Regulated Charges,AEMO FRC Operations,,0.3599,¢/DAY,31,,,,31,DAYS,Yes,0.11,0.01,0.12,137003.064,30122.19,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAD5303,262 The Terrace Port Pirie SA 5540,E,5968.04,0,5968.04,2413.85,3189.38,59.83,116.71,50.39,0,5830.16,583.02,6413.18,,0,0,,,257.17,25.72,12664.11,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7718696,,,,,Actual Reading (AEMO),Scheduled Read,36910.452,,0.939,,,73.04,30 Oct 2022/16:00:00,0.72,,84.4,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Environmental Charges,Environmental Charges,REPS Charge,,0.29,¢/KWH,31,,1.0903,,36910.452,KWH,Yes,116.71,11.67,128.38,137003.064,30122.19,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAD5303,262 The Terrace Port Pirie SA 5540,E,5968.04,0,5968.04,2413.85,3189.38,59.83,116.71,50.39,0,5830.16,583.02,6413.18,,0,0,,,257.17,25.72,12664.11,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7718696,,,,,Actual Reading (AEMO),Scheduled Read,36910.452,,0.939,,,73.04,30 Oct 2022/16:00:00,0.72,,84.4,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Metering and Service Charges,Metering and Service Charges,Metering Charge,,96.8219,¢/Meter,31,,,,1,Meter,Yes,30.01,3,33.01,137003.064,30122.19,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAD5303,262 The Terrace Port Pirie SA 5540,E,5968.04,0,5968.04,2413.85,3189.38,59.83,116.71,50.39,0,5830.16,583.02,6413.18,,0,0,,,257.17,25.72,12664.11,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7718696,,,,,Actual Reading (AEMO),Scheduled Read,36910.452,,0.939,,,73.04,30 Oct 2022/16:00:00,0.72,,84.4,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Metering and Service Charges,Metering and Service Charges,Value Added Service Charge,,0,¢/Day,31,,,,31,Days,Yes,0,0,0,137003.064,30122.19,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAD5303,262 The Terrace Port Pirie SA 5540,E,5968.04,0,5968.04,2413.85,3189.38,59.83,116.71,50.39,0,5830.16,583.02,6413.18,,0,0,,,257.17,25.72,12664.11,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7718696,,,,,Actual Reading (AEMO),Scheduled Read,36910.452,,0.939,,,73.04,30 Oct 2022/16:00:00,0.72,,84.4,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Metering and Service Charges,Metering and Service Charges,Supplementary Metering Charge,,65.7534,¢/Meter,31,,,,1,Meter,Yes,20.38,2.04,22.42,137003.064,30122.19,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAD5303,262 The Terrace Port Pirie SA 5540,E,5968.04,0,5968.04,2413.85,3189.38,59.83,116.71,50.39,0,5830.16,583.02,6413.18,,0,0,,,257.17,25.72,12664.11,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7718696,,,,,Actual Reading (AEMO),Scheduled Read,36910.452,,0.939,,,73.04,30 Oct 2022/16:00:00,0.72,,84.4,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Retail Service Charges,Retail Service Charges,Service Charge,,0,¢/Month,31,,,,1,Month,Yes,0,0,0,137003.064,30122.19,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAD5303,262 The Terrace Port Pirie SA 5540,E,5968.04,0,5968.04,2413.85,3189.38,59.83,116.71,50.39,0,5830.16,583.02,6413.18,,0,0,,,257.17,25.72,12664.11,1/10/2022,31/10/2022,,,,,,,,,,,,,,,,,,,,,,Additional Charges and Credits,Additional Charges and Credits,AEMO Direction Charge - Aug 2022,,,,,,,,,,Yes,257.17,25.72,282.89,137003.064,30122.19,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAE5771,Mwave Section 31/Sugarloaf Road Coombe SA 5267,E,-12472.85,12472.85,0,639.09,918.8,15.76,30.58,50.39,0,1654.62,165.46,1820.08,,0,0,,,72.11,7.21,1899.4,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7676072,,,,,Actual Reading (AEMO),Scheduled Read,9525.419,,0.958,,,17.21,21 Oct 2022/15:30:00,0.78,,,UMPLP - SA Power Networks (formally ETSA Utilities) ,SBTOUD,,Energy Charges,Energy Charges,Peak,,7.558,¢/KWH,31,,1.107,0.9962,3679.965,KWH,Yes,306.72,30.67,337.39,36354.053,9320.82,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAE5771,Mwave Section 31/Sugarloaf Road Coombe SA 5267,E,-12472.85,12472.85,0,639.09,918.8,15.76,30.58,50.39,0,1654.62,165.46,1820.08,,0,0,,,72.11,7.21,1899.4,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7676072,,,,,Actual Reading (AEMO),Scheduled Read,9525.419,,0.958,,,17.21,21 Oct 2022/15:30:00,0.78,,,UMPLP - SA Power Networks (formally ETSA Utilities) ,SBTOUD,,Energy Charges,Energy Charges,Off-Peak,,5.156,¢/KWH,31,,1.107,0.9962,5845.454,KWH,Yes,332.37,33.24,365.61,36354.053,9320.82,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAE5771,Mwave Section 31/Sugarloaf Road Coombe SA 5267,E,-12472.85,12472.85,0,639.09,918.8,15.76,30.58,50.39,0,1654.62,165.46,1820.08,,0,0,,,72.11,7.21,1899.4,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7676072,,,,,Actual Reading (AEMO),Scheduled Read,9525.419,,0.958,,,17.21,21 Oct 2022/15:30:00,0.78,,,UMPLP - SA Power Networks (formally ETSA Utilities) ,SBTOUD,,Network Charges,Demand and Capacity,Anytime (KVA),,2.3839,$/KVA,31,,,,17.21,KVA,Yes,41.03,4.1,45.13,36354.053,9320.82,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAE5771,Mwave Section 31/Sugarloaf Road Coombe SA 5267,E,-12472.85,12472.85,0,639.09,918.8,15.76,30.58,50.39,0,1654.62,165.46,1820.08,,0,0,,,72.11,7.21,1899.4,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7676072,,,,,Actual Reading (AEMO),Scheduled Read,9525.419,,0.958,,,17.21,21 Oct 2022/15:30:00,0.78,,,UMPLP - SA Power Networks (formally ETSA Utilities) ,SBTOUD,,Network Charges,Volume,Shoulder,,12.58,¢/KWH,31,,,,3659.55,KWH,Yes,460.37,46.04,506.41,36354.053,9320.82,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAE5771,Mwave Section 31/Sugarloaf Road Coombe SA 5267,E,-12472.85,12472.85,0,639.09,918.8,15.76,30.58,50.39,0,1654.62,165.46,1820.08,,0,0,,,72.11,7.21,1899.4,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7676072,,,,,Actual Reading (AEMO),Scheduled Read,9525.419,,0.958,,,17.21,21 Oct 2022/15:30:00,0.78,,,UMPLP - SA Power Networks (formally ETSA Utilities) ,SBTOUD,,Network Charges,Volume,Off Peak,,6.79,¢/KWH,31,,,,5865.86,KWH,Yes,398.29,39.83,438.12,36354.053,9320.82,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAE5771,Mwave Section 31/Sugarloaf Road Coombe SA 5267,E,-12472.85,12472.85,0,639.09,918.8,15.76,30.58,50.39,0,1654.62,165.46,1820.08,,0,0,,,72.11,7.21,1899.4,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7676072,,,,,Actual Reading (AEMO),Scheduled Read,9525.419,,0.958,,,17.21,21 Oct 2022/15:30:00,0.78,,,UMPLP - SA Power Networks (formally ETSA Utilities) ,SBTOUD,,Network Charges,Fixed,Access Charge,,61.64,¢/DAY,31,,,,31,DAYS,Yes,19.11,1.91,21.02,36354.053,9320.82,Origin Energy Electricity Limited,33 071 052 287
